Rank	Word	Frequency	Frequency per million	Zipf value	IPA
1720	róby	286	0.4476	2.6509	r oː b ɪ
1721	vepř	284	0.4445	2.6479	v ɛ p r̝̊
1722	ležák	279	0.4366	2.6401	l ɛ ʒ aː k
1722	petržel	279	0.4366	2.6401	p ɛ t r̩ ʒ ɛ l
1722	vřít	279	0.4366	2.6401	v r̝ iː t
1723	rohlík	276	0.4319	2.6354	r o ɦ l iː k
1724	dono	275	0.4304	2.6339	d o n o
1724	požárník	275	0.4304	2.6339	p ɔ ʒ aː r ɲ iː k
1725	krysař	274	0.4288	2.6323	k r ɪ s a r̝̊
1726	deltu	273	0.4272	2.6306	d ɛ l t u
1727	nadměrně	272	0.4257	2.6291	n a d m ɲ ɛ r ɲ ɛ
1727	orlové	272	0.4257	2.6291	o r l o v ɛː
1728	koriandr	270	0.4225	2.6258	k o r ɪ j a n d r̩
1728	pistácie	270	0.4225	2.6258	p ɪ s t aː t͡s ɪ j ɛ
1729	plánovač	268	0.4194	2.6226	p l aː n o v a t͡ʃ
1730	mamrd	267	0.4178	2.621	m a m r t
1731	hmotný	265	0.4147	2.6177	ɦ m ɔ t n iː
1731	vřískat	265	0.4147	2.6177	v r̝̊ iː s k a t
1732	mandarinka	264	0.4132	2.6162	m a n d a r ɪ ŋ k a
1732	osvětim	264	0.4132	2.6162	ɔ s v j ɛ c ɪ m
1732	zřítit	264	0.4132	2.6162	z r̝ iː c ɪ t ‿ s ɛ
1733	obruč	263	0.4116	2.6145	ɔ b r ʊ t ʃ
1733	separace	263	0.4116	2.6145	s ɛ p a r a t͡s ɛ
1734	hniloba	262	0.41	2.6128	ɦ ɲ ɪ l ɔ b a
1735	kozo	260	0.4069	2.6095	k o z o
1736	škodolibý	259	0.4053	2.6078	ʃ k o d o l ɪ b iː
1737	cyklista	258	0.4038	2.6062	t͡s ɪ k l ɪ s t a
1738	tápat	257	0.4022	2.6044	t aː p a t
1739	bageta	256	0.4006	2.6027	b a ɡ ɛ t a
1740	oliva	255	0.3991	2.6011	o l ɪ v a
1741	ekonom	254	0.3975	2.5993	ɛ k o n o m
1742	kotviště	253	0.3959	2.5976	k ɔ t v ɪ ʃ c ɛ
1742	róba	253	0.3959	2.5976	r oː b a
